               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 477,            0.013441,           0.0058595,           0.0042383,             0.99724,                   1,               0.995,             0.92478,           0.0054552,           0.0023624,           0.0011464,           0.0005752,           0.0005752,           0.0005752
                 478,            0.013763,            0.004239,           0.0019733,             0.99724,                   1,               0.995,             0.92763,           0.0049858,           0.0023094,           0.0011528,           0.0005554,           0.0005554,           0.0005554
                 479,            0.011904,           0.0061877,           0.0017982,             0.99733,                   1,               0.995,             0.93198,           0.0051113,           0.0023178,           0.0011612,           0.0005356,           0.0005356,           0.0005356
                 480,            0.012144,           0.0055666,           0.0018535,             0.99733,                   1,               0.995,             0.93198,           0.0051113,           0.0023178,           0.0011612,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012076,           0.0058106,           0.0015419,             0.99733,                   1,               0.995,             0.93023,           0.0054409,           0.0023576,           0.0011614,            0.000496,            0.000496,            0.000496
                 482,            0.012343,           0.0063364,           0.0019207,             0.99734,                   1,               0.995,             0.92877,           0.0051149,           0.0023292,           0.0011654,           0.0004762,           0.0004762,           0.0004762
                 483,            0.012786,           0.0053206,           0.0023268,              0.9973,                   1,               0.995,             0.92762,            0.004849,           0.0023049,           0.0011618,           0.0004564,           0.0004564,           0.0004564
                 484,            0.013337,           0.0061779,           0.0022311,              0.9973,                   1,               0.995,             0.92762,            0.004849,           0.0023049,           0.0011618,           0.0004366,           0.0004366,           0.0004366
                 485,            0.011482,             0.00655,           0.0015648,             0.99734,                   1,               0.995,             0.93339,           0.0048278,            0.002298,             0.00116,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013527,           0.0060096,           0.0021085,             0.99731,                   1,               0.995,             0.92863,           0.0047532,           0.0022942,           0.0011521,            0.000397,            0.000397,            0.000397
                 487,            0.012736,           0.0061324,           0.0024044,             0.99731,                   1,               0.995,             0.92123,           0.0050009,           0.0023316,           0.0011475,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012041,            0.005323,           0.0028231,             0.99731,                   1,               0.995,             0.92123,           0.0050009,           0.0023316,           0.0011475,           0.0003574,           0.0003574,           0.0003574
                 489,            0.013141,           0.0061041,             0.00277,             0.99729,                   1,               0.995,             0.91735,           0.0051665,            0.002359,            0.001144,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01231,           0.0053029,           0.0017282,             0.99725,                   1,               0.995,             0.91094,           0.0052705,           0.0023758,            0.001137,           0.0003178,           0.0003178,           0.0003178
                 491,            0.012857,           0.0061882,           0.0016795,             0.99726,                   1,               0.995,             0.92921,           0.0050875,           0.0023452,            0.001135,            0.000298,            0.000298,            0.000298
                 492,            0.012987,           0.0057386,           0.0023089,             0.99726,                   1,               0.995,             0.92921,           0.0050875,           0.0023452,            0.001135,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011231,           0.0051504,           0.0018129,             0.99725,                   1,               0.995,             0.92916,           0.0049993,           0.0023338,           0.0011351,           0.0002584,           0.0002584,           0.0002584
                 494,            0.010337,           0.0045698,           0.0016066,             0.99729,                   1,               0.995,             0.93915,           0.0048548,           0.0023166,           0.0011367,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011845,           0.0052763,           0.0015071,             0.99732,                   1,               0.995,             0.93438,           0.0047567,           0.0023095,           0.0011356,           0.0002188,           0.0002188,           0.0002188
                 496,            0.011117,           0.0061306,           0.0014624,             0.99732,                   1,               0.995,             0.93438,           0.0047567,           0.0023095,           0.0011356,            0.000199,            0.000199,            0.000199
                 497,            0.011177,           0.0056172,            0.001728,             0.99731,                   1,               0.995,             0.93574,           0.0047376,           0.0023043,           0.0011319,           0.0001792,           0.0001792,           0.0001792
                 498,             0.01108,           0.0049494,           0.0030562,             0.99731,                   1,               0.995,             0.92508,           0.0047133,           0.0023033,           0.0011319,           0.0001594,           0.0001594,           0.0001594
                 499,            0.012272,           0.0052138,           0.0017954,             0.99725,                   1,               0.995,             0.93833,           0.0046893,           0.0022959,            0.001128,           0.0001396,           0.0001396,           0.0001396
